Restaurant ID,Restaurant Name,Country Code,City,Address,Locality,Locality Verbose,Longitude,Latitude,Cuisines,Average Cost for two,Currency,Has Table booking,Has Online delivery,Is delivering now,Switch to order menu,Price range,Aggregate rating,Rating color,Rating text,Votes,Country
6308552,Spice Route,86,City_11,"Address 8551, City_11","Locality 1, City_11","Locality 1, City_11, Brazil",73.129884,12.706491,"Beverages, Fast Food, Bakery",91,Dollar($),Yes,Yes,Yes,Yes,3,4.1,Green,Very Good,448,Brazil
6308553,Natural Ice Cream,44,City_12,"Address 8552, City_12","Locality 2, City_12","Locality 2, City_12, Brazil",69.539802,28.491342,"Mexican, Desserts, Bengali",178,Dollar($),No,Yes,No,No,3,1.5,White,Poor,92,Brazil
6308554,The Great Kebab Factory,74,City_13,"Address 8553, City_13","Locality 3, City_13","Locality 3, City_13, Singapore",85.781153,19.458295,Japanese,192,Dollar($),No,Yes,Yes,Yes,3,2.4,White,Poor,278,Singapore
6308555,Moti Mahal,119,City_14,"Address 8554, City_14","Locality 4, City_14","Locality 4, City_14, United Kingdom",89.953931,8.046242,"Mexican, Street Food, Thai",150,Dollar($),No,Yes,No,Yes,3,4.9,Dark Green,Excellent,587,United Kingdom
6308556,The Great Kebab Factory,190,City_15,"Address 8555, City_15","Locality 5, City_15","Locality 5, City_15, Indonesia",84.222429,9.799227,"Continental, Italian",141,Dollar($),No,No,No,Yes,1,2.6,Red,Average,822,Indonesia
6308557,KFC,122,City_16,"Address 8556, City_16","Locality 6, City_16","Locality 6, City_16, Indonesia",75.214536,20.327532,"Street Food, Mexican",131,Dollar($),No,Yes,Yes,No,3,1.6,White,Poor,918,Indonesia
6308558,The Great Kebab Factory,134,City_17,"Address 8557, City_17","Locality 7, City_17","Locality 7, City_17, Philippines",81.209549,31.50024,Japanese,123,Dollar($),No,Yes,Yes,No,2,3.8,Orange,Good,14,Philippines
6308559,TGI Friday's,145,City_18,"Address 8558, City_18","Locality 8, City_18","Locality 8, City_18, UAE",77.924282,31.333805,Punjabi,126,UAE Dirham(AED),No,No,Yes,No,2,4.2,Green,Very Good,727,UAE
6308560,Subway,51,City_19,"Address 8559, City_19","Locality 9, City_19","Locality 9, City_19, Brazil",79.893628,9.41348,"Beverages, Mughlai",84,Dollar($),No,No,No,No,2,2.1,White,Poor,962,Brazil
6308561,Dunkin' Donuts,38,City_0,"Address 8560, City_0","Locality 10, City_0","Locality 10, City_0, Canada",85.215449,13.088058,"Fast Food, Bengali, Continental",185,Dollar($),No,No,No,No,4,4.2,Green,Very Good,79,Canada
6308562,Subway,152,City_1,"Address 8561, City_1","Locality 11, City_1","Locality 11, City_1, Indonesia",61.925339,25.820499,Italian,103,Dollar($),No,No,No,No,2,2.1,White,Poor,434,Indonesia
6308563,Moti Mahal,51,City_2,"Address 8562, City_2","Locality 12, City_2","Locality 12, City_2, United States",68.150123,12.014514,"Mexican, American",137,Dollar($),No,No,Yes,No,1,3.8,Orange,Good,645,United States
6308564,Hard Rock Cafe,10,City_3,"Address 8563, City_3","Locality 13, City_3","Locality 13, City_3, Brazil",63.700771,12.74751,"Bakery, North Indian",168,Dollar($),No,Yes,No,Yes,1,1.5,White,Poor,477,Brazil
6308565,Dum Pukht,120,City_4,"Address 8564, City_4","Locality 14, City_4","Locality 14, City_4, UAE",63.741061,26.194091,"Punjabi, North Indian, American",283,UAE Dirham(AED),No,No,No,No,1,2.7,Red,Average,502,UAE
6308566,Mainland China,200,City_5,"Address 8565, City_5","Locality 15, City_5","Locality 15, City_5, Qatar",85.024818,15.219472,"Thai, Desserts, South Indian",153,Dollar($),No,No,No,No,1,3.1,Red,Average,737,Qatar
6308567,Nathu's Sweets,149,City_6,"Address 8566, City_6","Locality 16, City_6","Locality 16, City_6, United States",63.20285,23.514805,North Indian,71,Dollar($),No,Yes,No,No,1,3.9,Orange,Good,240,United States
6308568,Paranthe Wali Gali,70,City_7,"Address 8567, City_7","Locality 17, City_7","Locality 17, City_7, Australia",81.939666,14.773926,"Chinese, Japanese",199,Dollar($),No,No,Yes,No,1,3.6,Orange,Good,364,Australia
6308569,Karim's,85,City_8,"Address 8568, City_8","Locality 18, City_8","Locality 18, City_8, Canada",69.087706,26.934634,"Bakery, American, Thai",99,Dollar($),No,No,Yes,No,3,4.4,Green,Very Good,862,Canada
6308570,Saravana Bhavan,57,City_9,"Address 8569, City_9","Locality 19, City_9","Locality 19, City_9, Singapore",87.042135,15.131588,"Mughlai, American, Desserts",31,Dollar($),No,No,No,Yes,1,1.7,White,Poor,401,Singapore
6308571,Pizza Hut,126,City_10,"Address 8570, City_10","Locality 20, City_10","Locality 20, City_10, United States",70.005627,18.168273,"French, Gujarati, Beverages",86,Dollar($),No,No,No,Yes,4,3.6,Orange,Good,769,United States
6308572,Burger King,39,City_11,"Address 8571, City_11","Locality 21, City_11","Locality 21, City_11, Canada",89.250922,9.656704,"Beverages, North Indian, Street Food",124,Dollar($),No,No,Yes,No,1,1.5,White,Poor,142,Canada
6308573,Nirula's,33,City_12,"Address 8572, City_12","Locality 22, City_12","Locality 22, City_12, Brazil",71.213714,13.477693,Desserts,144,Dollar($),Yes,No,Yes,No,2,2.9,Red,Average,239,Brazil
6308574,McDonald's,187,City_13,"Address 8573, City_13","Locality 23, City_13","Locality 23, City_13, UAE",74.80248,10.121679,Street Food,242,UAE Dirham(AED),No,No,No,No,2,3.1,Red,Average,567,UAE
6308575,Domino's Pizza,18,City_14,"Address 8574, City_14","Locality 24, City_14","Locality 24, City_14, Turkey",71.188322,16.77633,"Continental, French",59,Dollar($),No,No,No,No,4,1.1,White,Poor,492,Turkey
6308576,Mother Dairy,184,City_15,"Address 8575, City_15","Locality 25, City_15","Locality 25, City_15, Brazil",83.210478,28.833482,Japanese,60,Dollar($),No,Yes,Yes,No,1,1.3,White,Poor,529,Brazil
6308577,Embassy Restaurant,57,City_16,"Address 8576, City_16","Locality 26, City_16","Locality 26, City_16, Canada",72.493358,24.598203,"South Indian, Rajasthani",93,Dollar($),Yes,Yes,No,No,3,4.4,Green,Very Good,9,Canada
6308578,Barbeque Nation,96,City_17,"Address 8577, City_17","Locality 27, City_17","Locality 27, City_17, Brazil",76.940111,27.940972,"Bengali, Chinese",72,Dollar($),No,Yes,No,No,3,2.1,White,Poor,384,Brazil
6308579,Mother Dairy,204,City_18,"Address 8578, City_18","Locality 28, City_18","Locality 28, City_18, United States",75.399802,12.964005,"Street Food, Mediterranean, Gujarati",23,Dollar($),No,Yes,No,No,3,2.4,White,Poor,867,United States
6308580,Wenger's,48,City_19,"Address 8579, City_19","Locality 29, City_19","Locality 29, City_19, Australia",70.633476,33.563604,"Punjabi, Beverages",92,Dollar($),Yes,No,No,Yes,3,3.6,Orange,Good,863,Australia
6308581,Starbucks,42,City_0,"Address 8580, City_0","Locality 30, City_0","Locality 30, City_0, Philippines",60.482066,23.184001,"Rajasthani, Bakery, Japanese",47,Dollar($),Yes,No,No,No,1,1.9,White,Poor,268,Philippines
6308582,Kake Di Hatti,27,City_1,"Address 8581, City_1","Locality 31, City_1","Locality 31, City_1, South Africa",66.027057,15.020705,"Beverages, Desserts, Mexican",152,Dollar($),No,No,No,No,4,1.8,White,Poor,634,South Africa
6308583,Starbucks,74,City_2,"Address 8582, City_2","Locality 32, City_2","Locality 32, City_2, Canada",62.828918,18.737574,Fast Food,166,Dollar($),No,No,No,No,3,2.7,Red,Average,877,Canada
6308584,McDonald's,110,City_3,"Address 8583, City_3","Locality 33, City_3","Locality 33, City_3, Qatar",70.31885,17.421518,"Street Food, Mediterranean, North Indian",77,Dollar($),Yes,No,No,No,1,1.2,White,Poor,322,Qatar
6308585,Mother Dairy,180,City_4,"Address 8584, City_4","Locality 34, City_4","Locality 34, City_4, United States",65.579257,15.989536,"French, Fast Food",170,Dollar($),No,No,No,No,1,4.7,Dark Green,Excellent,399,United States
6308586,Cafe Coffee Day,170,City_5,"Address 8585, City_5","Locality 35, City_5","Locality 35, City_5, Canada",79.22657,23.426521,"Desserts, Rajasthani, Continental",31,Dollar($),No,No,No,No,1,4.8,Dark Green,Excellent,418,Canada
6308587,Varq,32,City_6,"Address 8586, City_6","Locality 36, City_6","Locality 36, City_6, South Africa",80.824766,30.966798,Mediterranean,105,Dollar($),No,Yes,Yes,No,1,2.8,Red,Average,549,South Africa
6308588,Embassy Restaurant,26,City_7,"Address 8587, City_7","Locality 37, City_7","Locality 37, City_7, Brazil",60.092788,33.913862,"Street Food, Mediterranean, Chinese",108,Dollar($),No,No,Yes,No,1,1.8,White,Poor,821,Brazil
6308589,Bikaner Sweets,25,City_8,"Address 8588, City_8","Locality 38, City_8","Locality 38, City_8, Turkey",64.866424,9.901313,Street Food,54,Dollar($),No,No,No,No,2,2.9,Red,Average,681,Turkey
6308590,United Coffee House,75,City_9,"Address 8589, City_9","Locality 39, City_9","Locality 39, City_9, South Africa",75.254452,16.008299,"Japanese, Chinese",37,Dollar($),No,Yes,Yes,No,1,1.4,White,Poor,380,South Africa
6308591,Kwality Wall's,23,City_10,"Address 8590, City_10","Locality 40, City_10","Locality 40, City_10, Turkey",86.378388,19.948781,Gujarati,80,Dollar($),Yes,No,No,No,1,2.6,Red,Average,990,Turkey
6308592,Sagar Ratna,57,City_11,"Address 8591, City_11","Locality 41, City_11","Locality 41, City_11, South Africa",83.225801,30.366922,"Street Food, Mexican, Desserts",53,Dollar($),Yes,Yes,Yes,No,1,1.3,White,Poor,846,South Africa
6308593,Starbucks,180,City_12,"Address 8592, City_12","Locality 42, City_12","Locality 42, City_12, Australia",64.809273,24.606362,"French, Bengali, Mexican",192,Dollar($),No,Yes,No,No,2,3.8,Orange,Good,493,Australia
6308594,Gulati,126,City_13,"Address 8593, City_13","Locality 43, City_13","Locality 43, City_13, Philippines",69.364962,29.699162,"Mexican, Italian, Thai",191,Dollar($),Yes,Yes,No,No,2,2.1,White,Poor,260,Philippines
6308595,Sagar Ratna,87,City_14,"Address 8594, City_14","Locality 44, City_14","Locality 44, City_14, United States",68.161768,10.027614,Bengali,145,Dollar($),No,No,No,No,4,3.1,Red,Average,904,United States
6308596,Karim's,31,City_15,"Address 8595, City_15","Locality 45, City_15","Locality 45, City_15, Canada",81.051889,13.550006,"Mughlai, Mexican, Continental",185,Dollar($),Yes,No,Yes,No,4,1.1,White,Poor,343,Canada
6308597,Paranthe Wali Gali,64,City_16,"Address 8596, City_16","Locality 46, City_16","Locality 46, City_16, Indonesia",65.045781,24.089201,"North Indian, Rajasthani, Beverages",174,Dollar($),Yes,No,No,Yes,1,3.1,Red,Average,583,Indonesia
6308598,Ruby Tuesday,199,City_17,"Address 8597, City_17","Locality 47, City_17","Locality 47, City_17, United States",74.977282,22.506285,Thai,98,Dollar($),No,Yes,No,No,3,1.0,White,Poor,529,United States
6308599,Embassy Restaurant,33,City_18,"Address 8598, City_18","Locality 48, City_18","Locality 48, City_18, Canada",65.270173,30.309489,North Indian,164,Dollar($),No,No,No,No,1,4.7,Dark Green,Excellent,918,Canada
6308600,KFC,213,City_19,"Address 8599, City_19","Locality 49, City_19","Locality 49, City_19, Turkey",79.060137,12.057126,"French, Mughlai, Rajasthani",74,Dollar($),No,No,No,No,4,3.0,Red,Average,102,Turkey
6308601,Wenger's,2,City_0,"Address 8600, City_0","Locality 0, City_0","Locality 0, City_0, Brazil",74.170866,27.089161,"Desserts, Beverages",44,Dollar($),Yes,No,No,Yes,3,1.4,White,Poor,218,Brazil
6308602,Ruby Tuesday,18,City_1,"Address 8601, City_1","Locality 1, City_1","Locality 1, City_1, Brazil",79.912869,11.242566,"Chinese, Fast Food",124,Dollar($),Yes,Yes,No,No,3,2.4,White,Poor,904,Brazil
6308603,Pind Balluchi,175,City_2,"Address 8602, City_2","Locality 2, City_2","Locality 2, City_2, Canada",88.692717,10.465075,"French, Continental, Beverages",59,Dollar($),No,Yes,No,No,4,1.2,White,Poor,790,Canada
6308604,Giani's,161,City_3,"Address 8603, City_3","Locality 3, City_3","Locality 3, City_3, United Kingdom",78.655703,14.126653,"Bakery, Rajasthani, North Indian",102,Dollar($),No,Yes,No,Yes,1,3.1,Red,Average,296,United Kingdom
6308605,Chili's,84,City_4,"Address 8604, City_4","Locality 4, City_4","Locality 4, City_4, Turkey",63.951037,34.049454,"Desserts, Punjabi",90,Dollar($),No,No,No,No,4,1.5,White,Poor,749,Turkey
6308606,Gulati,35,City_5,"Address 8605, City_5","Locality 5, City_5","Locality 5, City_5, Sri Lanka",84.802435,32.844085,Bengali,57,Dollar($),Yes,Yes,No,Yes,3,2.9,Red,Average,918,Sri Lanka
6308607,Embassy Restaurant,179,City_6,"Address 8606, City_6","Locality 6, City_6","Locality 6, City_6, Philippines",78.537822,30.961462,Bakery,123,Dollar($),No,Yes,No,No,2,2.2,White,Poor,104,Philippines
6308608,Giani's,114,City_7,"Address 8607, City_7","Locality 7, City_7","Locality 7, City_7, United Kingdom",82.919589,12.165274,"Mediterranean, Fast Food, Beverages",23,Dollar($),No,Yes,Yes,No,1,4.0,Green,Very Good,133,United Kingdom
6308609,Giani's,146,City_8,"Address 8608, City_8","Locality 8, City_8","Locality 8, City_8, United Kingdom",79.906912,21.9939,"Street Food, Beverages",115,Dollar($),No,No,No,No,4,2.9,Red,Average,521,United Kingdom
6308610,Spice Route,110,City_9,"Address 8609, City_9","Locality 9, City_9","Locality 9, City_9, Brazil",88.404702,23.716951,"Fast Food, Street Food",181,Dollar($),No,No,Yes,No,4,4.4,Green,Very Good,60,Brazil
6308611,Karim's,88,City_10,"Address 8610, City_10","Locality 10, City_10","Locality 10, City_10, United States",84.538178,17.991184,"Bakery, Rajasthani",105,Dollar($),No,No,No,No,4,4.8,Dark Green,Excellent,276,United States
6308612,Haldiram's,72,City_11,"Address 8611, City_11","Locality 11, City_11","Locality 11, City_11, Canada",63.851058,15.997089,"Street Food, Bakery",189,Dollar($),No,No,Yes,No,2,4.9,Dark Green,Excellent,854,Canada
6308613,Giani's,125,City_12,"Address 8612, City_12","Locality 12, City_12","Locality 12, City_12, UAE",81.88278,23.059688,"Fast Food, Italian, North Indian",493,UAE Dirham(AED),No,Yes,No,No,2,2.0,White,Poor,123,UAE
6308614,KFC,30,City_13,"Address 8613, City_13","Locality 13, City_13","Locality 13, City_13, South Africa",64.76722,8.608536,"American, Italian, Bengali",42,Dollar($),No,Yes,No,No,1,4.1,Green,Very Good,802,South Africa
6308615,Pind Balluchi,172,City_14,"Address 8614, City_14","Locality 14, City_14","Locality 14, City_14, New Zealand",82.028841,24.691982,"American, Rajasthani",186,Dollar($),Yes,Yes,No,No,1,2.8,Red,Average,995,New Zealand
6308616,Giani's,53,City_15,"Address 8615, City_15","Locality 15, City_15","Locality 15, City_15, Singapore",75.494321,16.346747,Street Food,57,Dollar($),Yes,Yes,No,No,1,2.7,Red,Average,932,Singapore
6308617,Domino's Pizza,138,City_16,"Address 8616, City_16","Locality 16, City_16","Locality 16, City_16, Indonesia",62.511676,31.242979,Mediterranean,170,Dollar($),No,No,Yes,Yes,4,4.5,Dark Green,Excellent,467,Indonesia
6308618,Varq,87,City_17,"Address 8617, City_17","Locality 17, City_17","Locality 17, City_17, Sri Lanka",87.171594,14.379509,"Punjabi, Mughlai, Street Food",191,Dollar($),Yes,No,No,No,2,1.6,White,Poor,348,Sri Lanka
6308619,Varq,180,City_18,"Address 8618, City_18","Locality 18, City_18","Locality 18, City_18, South Africa",85.896856,33.915451,Bengali,120,Dollar($),Yes,No,No,No,1,2.9,Red,Average,637,South Africa
6308620,Indian Accent,177,City_19,"Address 8619, City_19","Locality 19, City_19","Locality 19, City_19, South Africa",73.127984,14.065225,"Street Food, Italian, Beverages",148,Dollar($),No,Yes,No,No,2,3.4,Red,Average,895,South Africa
6308621,Domino's Pizza,139,City_0,"Address 8620, City_0","Locality 20, City_0","Locality 20, City_0, Indonesia",78.804299,26.884151,"French, Italian",102,Dollar($),No,Yes,No,No,3,1.3,White,Poor,583,Indonesia
6308622,Karim's,194,City_1,"Address 8621, City_1","Locality 21, City_1","Locality 21, City_1, Singapore",80.300683,8.856603,Desserts,169,Dollar($),No,Yes,No,No,1,4.5,Dark Green,Excellent,489,Singapore
6308623,Karim's,186,City_2,"Address 8622, City_2","Locality 22, City_2","Locality 22, City_2, Philippines",66.208511,13.244796,"Punjabi, Fast Food, South Indian",80,Dollar($),No,No,No,No,2,2.3,White,Poor,678,Philippines
6308624,Sagar Ratna,164,City_3,"Address 8623, City_3","Locality 23, City_3","Locality 23, City_3, New Zealand",74.323562,23.058468,"Mexican, Gujarati, Punjabi",58,Dollar($),No,Yes,Yes,No,1,3.6,Orange,Good,963,New Zealand
6308625,Hard Rock Cafe,161,City_4,"Address 8624, City_4","Locality 24, City_4","Locality 24, City_4, Qatar",84.667807,32.108811,"Japanese, Mughlai, Desserts",33,Dollar($),No,No,No,No,2,4.7,Dark Green,Excellent,32,Qatar
6308626,KFC,175,City_5,"Address 8625, City_5","Locality 25, City_5","Locality 25, City_5, Brazil",61.972296,9.21346,"French, South Indian, Gujarati",33,Dollar($),No,No,No,No,2,3.9,Orange,Good,174,Brazil
6308627,Barista,13,City_6,"Address 8626, City_6","Locality 26, City_6","Locality 26, City_6, New Zealand",64.39587,24.961088,"Italian, Mediterranean",93,Dollar($),Yes,No,Yes,No,4,4.5,Dark Green,Excellent,365,New Zealand
6308628,Saravana Bhavan,40,City_7,"Address 8627, City_7","Locality 27, City_7","Locality 27, City_7, New Zealand",88.609108,9.819643,"Thai, Bengali",53,Dollar($),Yes,Yes,No,No,3,1.3,White,Poor,863,New Zealand
6308629,Nirula's,89,City_8,"Address 8628, City_8","Locality 28, City_8","Locality 28, City_8, UAE",78.13718,31.458292,Mexican,337,UAE Dirham(AED),No,Yes,Yes,No,1,3.0,Red,Average,493,UAE
6308630,Le Cirque,68,City_9,"Address 8629, City_9","Locality 29, City_9","Locality 29, City_9, Brazil",88.017818,11.919413,French,60,Dollar($),Yes,Yes,No,No,2,3.3,Red,Average,537,Brazil
6308631,Sagar Ratna,42,City_10,"Address 8630, City_10","Locality 30, City_10","Locality 30, City_10, Australia",74.492857,29.301611,Thai,112,Dollar($),Yes,No,No,No,1,3.8,Orange,Good,832,Australia
6308632,United Coffee House,147,City_11,"Address 8631, City_11","Locality 31, City_11","Locality 31, City_11, Philippines",71.253557,32.633126,"Thai, Bengali, Japanese",125,Dollar($),Yes,Yes,Yes,No,2,1.5,White,Poor,161,Philippines
6308633,Barista,210,City_12,"Address 8632, City_12","Locality 32, City_12","Locality 32, City_12, Australia",78.933187,34.476576,Chinese,150,Dollar($),No,No,Yes,No,3,3.6,Orange,Good,815,Australia
6308634,Subway,94,City_13,"Address 8633, City_13","Locality 33, City_13","Locality 33, City_13, Philippines",72.463814,14.741989,Mughlai,26,Dollar($),No,No,Yes,No,2,1.6,White,Poor,325,Philippines
6308635,Taco Bell,19,City_14,"Address 8634, City_14","Locality 34, City_14","Locality 34, City_14, Turkey",83.098327,28.076005,"North Indian, Bakery, Fast Food",75,Dollar($),No,Yes,No,No,2,1.3,White,Poor,638,Turkey
6308636,Baskin Robbins,186,City_15,"Address 8635, City_15","Locality 35, City_15","Locality 35, City_15, Turkey",68.382524,27.91456,"Punjabi, American, Gujarati",136,Dollar($),Yes,Yes,No,No,1,2.9,Red,Average,285,Turkey
6308637,Giani's,23,City_16,"Address 8636, City_16","Locality 36, City_16","Locality 36, City_16, South Africa",66.650339,14.766634,"American, Fast Food",89,Dollar($),No,Yes,No,Yes,3,3.4,Red,Average,187,South Africa
6308638,Chili's,54,City_17,"Address 8637, City_17","Locality 37, City_17","Locality 37, City_17, Singapore",84.198162,17.215008,"Mediterranean, Fast Food, Italian",164,Dollar($),Yes,Yes,No,No,2,4.8,Dark Green,Excellent,159,Singapore
6308639,Barbeque Nation,208,City_18,"Address 8638, City_18","Locality 38, City_18","Locality 38, City_18, Sri Lanka",81.306839,25.632755,"Continental, American",156,Dollar($),No,Yes,No,No,1,3.8,Orange,Good,538,Sri Lanka
6308640,Nirula's,65,City_19,"Address 8639, City_19","Locality 39, City_19","Locality 39, City_19, Philippines",73.613152,10.36284,"Thai, Desserts",68,Dollar($),No,No,No,No,2,3.4,Red,Average,575,Philippines
6308641,United Coffee House,140,City_0,"Address 8640, City_0","Locality 40, City_0","Locality 40, City_0, Sri Lanka",85.723258,18.549121,"French, Fast Food",57,Dollar($),No,No,No,No,1,1.9,White,Poor,442,Sri Lanka
6308642,Subway,24,City_1,"Address 8641, City_1","Locality 41, City_1","Locality 41, City_1, Qatar",63.663158,29.542563,"Mughlai, Thai, American",67,Dollar($),No,Yes,No,No,3,1.6,White,Poor,85,Qatar
6308643,Hard Rock Cafe,34,City_2,"Address 8642, City_2","Locality 42, City_2","Locality 42, City_2, Philippines",71.271364,9.054518,"Bengali, Punjabi",167,Dollar($),No,No,Yes,No,4,3.4,Red,Average,738,Philippines
6308644,Kake Di Hatti,53,City_3,"Address 8643, City_3","Locality 43, City_3","Locality 43, City_3, Australia",81.360978,27.350815,"Mughlai, Beverages, Chinese",112,Dollar($),No,Yes,Yes,Yes,3,1.9,White,Poor,997,Australia
6308645,Karim's,136,City_4,"Address 8644, City_4","Locality 44, City_4","Locality 44, City_4, United Kingdom",86.435104,21.453143,American,113,Dollar($),No,No,No,No,1,3.8,Orange,Good,689,United Kingdom
6308646,Subway,18,City_5,"Address 8645, City_5","Locality 45, City_5","Locality 45, City_5, Indonesia",84.212374,27.958451,"Desserts, Gujarati",84,Dollar($),No,No,Yes,No,3,1.5,White,Poor,961,Indonesia
6308647,Pizza Hut,57,City_6,"Address 8646, City_6","Locality 46, City_6","Locality 46, City_6, New Zealand",64.360667,34.959455,Thai,196,Dollar($),No,No,No,No,1,2.4,White,Poor,315,New Zealand
6308648,KFC,112,City_7,"Address 8647, City_7","Locality 47, City_7","Locality 47, City_7, Brazil",69.097214,10.792987,"Bengali, Fast Food, Punjabi",158,Dollar($),No,Yes,Yes,No,1,4.1,Green,Very Good,446,Brazil
6308649,KFC,5,City_8,"Address 8648, City_8","Locality 48, City_8","Locality 48, City_8, New Zealand",70.614399,12.248272,"French, Chinese, Beverages",187,Dollar($),No,No,No,No,3,4.3,Green,Very Good,964,New Zealand
6308650,Kwality Wall's,154,City_9,"Address 8649, City_9","Locality 49, City_9","Locality 49, City_9, United Kingdom",72.440068,10.683448,"Italian, American, Bakery",67,Dollar($),No,No,No,No,4,2.4,White,Poor,239,United Kingdom
6308651,Nathu's Sweets,158,City_10,"Address 8650, City_10","Locality 0, City_10","Locality 0, City_10, UAE",60.58397,25.708866,"Continental, Gujarati, Bengali",342,UAE Dirham(AED),Yes,Yes,No,Yes,3,1.8,White,Poor,47,UAE
6308652,Karim's,182,City_11,"Address 8651, City_11","Locality 1, City_11","Locality 1, City_11, Philippines",83.129481,23.962495,"Desserts, Italian, French",186,Dollar($),No,No,No,No,1,4.8,Dark Green,Excellent,278,Philippines
6308653,Giani's,13,City_12,"Address 8652, City_12","Locality 2, City_12","Locality 2, City_12, Canada",86.259326,23.259602,"Gujarati, Mediterranean",199,Dollar($),No,No,Yes,No,4,4.0,Green,Very Good,464,Canada
6308654,Hard Rock Cafe,83,City_13,"Address 8653, City_13","Locality 3, City_13","Locality 3, City_13, United Kingdom",82.565242,32.792365,"Desserts, Mexican",43,Dollar($),No,Yes,Yes,No,1,4.2,Green,Very Good,365,United Kingdom
6308655,Burger King,29,City_14,"Address 8654, City_14","Locality 4, City_14","Locality 4, City_14, Sri Lanka",75.665496,13.663492,Bakery,125,Dollar($),Yes,No,No,No,4,1.9,White,Poor,704,Sri Lanka
6308656,Barista,3,City_15,"Address 8655, City_15","Locality 5, City_15","Locality 5, City_15, Brazil",71.874694,17.993027,"Punjabi, Mediterranean, Italian",197,Dollar($),No,No,No,No,3,2.7,Red,Average,174,Brazil
6308657,Taco Bell,90,City_16,"Address 8656, City_16","Locality 6, City_16","Locality 6, City_16, New Zealand",72.836679,16.20555,"Fast Food, Continental, Street Food",126,Dollar($),No,Yes,No,No,3,1.3,White,Poor,955,New Zealand
6308658,United Coffee House,104,City_17,"Address 8657, City_17","Locality 7, City_17","Locality 7, City_17, Sri Lanka",83.363543,12.635144,"Thai, Desserts",122,Dollar($),No,Yes,No,No,1,1.4,White,Poor,672,Sri Lanka
6308659,Wenger's,123,City_18,"Address 8658, City_18","Locality 8, City_18","Locality 8, City_18, Qatar",65.227087,28.041071,"Gujarati, South Indian, Chinese",44,Dollar($),No,Yes,Yes,No,4,1.9,White,Poor,866,Qatar
6308660,The Great Kebab Factory,186,City_19,"Address 8659, City_19","Locality 9, City_19","Locality 9, City_19, Canada",79.199192,10.377137,Italian,56,Dollar($),No,Yes,No,No,1,2.2,White,Poor,725,Canada
6308661,Pizza Hut,76,City_0,"Address 8660, City_0","Locality 10, City_0","Locality 10, City_0, United Kingdom",72.079352,10.621138,"Chinese, Gujarati",198,Dollar($),No,Yes,No,No,4,5.0,Dark Green,Excellent,91,United Kingdom
6308662,Embassy Restaurant,130,City_1,"Address 8661, City_1","Locality 11, City_1","Locality 11, City_1, Brazil",79.912795,11.31079,Gujarati,150,Dollar($),Yes,Yes,No,Yes,1,2.7,Red,Average,746,Brazil
6308663,Varq,203,City_2,"Address 8662, City_2","Locality 12, City_2","Locality 12, City_2, Indonesia",68.965978,19.82799,"Italian, North Indian, Thai",43,Dollar($),No,Yes,Yes,No,3,3.8,Orange,Good,677,Indonesia
6308664,Pind Balluchi,108,City_3,"Address 8663, City_3","Locality 13, City_3","Locality 13, City_3, South Africa",60.979232,12.048173,"Beverages, Mexican, Continental",124,Dollar($),No,No,No,No,2,4.6,Dark Green,Excellent,323,South Africa
6308665,Taco Bell,156,City_4,"Address 8664, City_4","Locality 14, City_4","Locality 14, City_4, Singapore",68.212503,20.433956,Fast Food,142,Dollar($),No,No,No,No,1,2.0,White,Poor,180,Singapore
6308666,Gulati,82,City_5,"Address 8665, City_5","Locality 15, City_5","Locality 15, City_5, United Kingdom",64.599354,16.674111,Bengali,89,Dollar($),No,Yes,No,No,2,1.6,White,Poor,427,United Kingdom
6308667,Indian Accent,77,City_6,"Address 8666, City_6","Locality 16, City_6","Locality 16, City_6, UAE",75.943327,22.102155,"French, Fast Food, Bakery",419,UAE Dirham(AED),No,Yes,Yes,No,3,2.0,White,Poor,109,UAE
6308668,Le Cirque,214,City_7,"Address 8667, City_7","Locality 17, City_7","Locality 17, City_7, Singapore",69.252579,28.325359,"French, Desserts",142,Dollar($),No,Yes,Yes,No,2,4.5,Dark Green,Excellent,546,Singapore
6308669,Kwality Wall's,204,City_8,"Address 8668, City_8","Locality 18, City_8","Locality 18, City_8, United States",72.969834,32.43633,Italian,44,Dollar($),No,Yes,No,No,4,3.7,Orange,Good,701,United States
6308670,The Great Kebab Factory,2,City_9,"Address 8669, City_9","Locality 19, City_9","Locality 19, City_9, UAE",64.816729,31.794639,Bakery,258,UAE Dirham(AED),No,Yes,Yes,No,2,2.8,Red,Average,327,UAE
6308671,Gloria Jean's,127,City_10,"Address 8670, City_10","Locality 20, City_10","Locality 20, City_10, Indonesia",82.665217,28.480456,"Desserts, Thai",132,Dollar($),No,No,No,No,1,4.3,Green,Very Good,733,Indonesia
6308672,Kake Di Hatti,135,City_11,"Address 8671, City_11","Locality 21, City_11","Locality 21, City_11, United Kingdom",67.679689,25.81693,Gujarati,47,Dollar($),No,Yes,No,Yes,2,1.9,White,Poor,451,United Kingdom
6308673,Giani's,26,City_12,"Address 8672, City_12","Locality 22, City_12","Locality 22, City_12, Australia",85.620254,33.293556,"Fast Food, South Indian, Mughlai",124,Dollar($),No,Yes,No,No,4,2.0,White,Poor,685,Australia
